Name, Textures 
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/1_COR/Forest/Material/M_tr_Flower_a_01_dn.uasset, *[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_tr_Flower_a_01_dn 	*[Mask] : T_cm_White_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/1_COR/Forest/Material/M_tr_Flower_a_01_dn1.uasset, *[Mask] : T_cm_White_a_01_dn 	*[Albedo] : T_tr_Flower_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/1_COR/Forest/Material/M_tr_Flower_a_01_GB.uasset, *[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_tr_Flower_a_01_dn 	*[Mask] : T_tr_Flower_a_01_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/1_COR/Forest/Material/T_tr_Tree_bark2_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_tr_Tree_bark2_no 	*[Albedo] : T_tr_Tree_bark2_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/1_COR/Forest/Material/T_tr_Tree_Branch2r_dn.uasset, *[Normal] : T_tr_Tree_Branch2_no 	*[Albedo] : T_tr_Tree_Branch2_dn 	*[Mask] : T_tr_Tree_Branch2_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/1_COR/Forest/Material/T_tr_Tree_Branch2r_dn2.uasset, *[Normal] : T_tr_Tree_Branch2_no 	*[Albedo] : T_tr_Tree_Branch2_dn 	*[Mask] : T_tr_Tree_Branch2_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/1_COR/Forest/Material/T_tr_Yucca_bark1_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_tr_Yucca_bark1_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/1_COR/Forest/Material/T_tr_Yucca_Leaf1_dn1.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_tr_Yucca_Leaf1_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/1_COR/Forest/Material/T_tr_Yucca_Leaf1_dn2.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_tr_Yucca_Leaf1_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/1_COR/Forest/Material/T_tr_Yucca_Leaf1_dn3.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_tr_Yucca_Leaf1_dn 	
