Name, Textures 
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_ArbaJungle_Object_Statue01_LHS1.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_ArbaJungle_Object_Statue01_LHS_N 	*[Albedo] : T_ArbaJungle_Object_Statue01_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_ArbaJungle_Object_Statue01_LHS2.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_ArbaJungle_Object_Statue01_LHS_N 	*[Albedo] : T_ArbaJungle_Object_Statue01_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_bd_wall_A.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_bd_wall_A_no 	*[Albedo] : T_bd_wall_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_bd_wall_A1.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_bd_wall_A_no 	*[Albedo] : T_bd_wall_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_bd_wall_A2.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_bd_wall_A_no 	*[Albedo] : T_bd_wall_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_bd_wall_A_vc.uasset, *[Albedo] : T_bd_wall_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_bd_wall_B.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_bd_wall_B_no 	*[Albedo] : T_bd_wall_B_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_bd_wall_B1.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_bd_wall_B_no 	*[Albedo] : T_bd_wall_B_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_bd_wall_C.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_bd_wall_C_no 	*[Albedo] : T_bd_wall_C_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_bd_wall_C1.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_bd_wall_C_no 	*[Albedo] : T_bd_wall_C_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Binterrante_Object_BridgeStone_Floor.uasset, *[Albedo] : T_Binterrante_Object_BridgeStoneStairsFloor_D 	*[GI Texture] : T_Binterrante_Object_BridgeStoneWall_li 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Binterrante_Object_BridgeStone_Floor1.uasset, *[Albedo] : T_Binterrante_Object_BridgeStoneStairsFloor_D 	*[GI Texture] : T_Binterrante_Object_BridgeStoneWall_li 	*[Normal] : T_Binterrante_Object_BridgeStoneStairsFloor_N 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Binterrante_Object_BridgeStone_Floor2.uasset, *[Albedo] : T_Binterrante_Object_BridgeStoneStairsFloor_D 	*[GI Texture] : T_Binterrante_Object_BridgeStoneWall_li 	*[Normal] : T_Binterrante_Object_BridgeStoneStairsFloor_N 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Binterrante_Object_BridgeStone_wall.uasset, *[Albedo] : T_Binterrante_Object_BridgeStoneWall_D 	*[GI Texture] : T_Binterrante_Object_BridgeStoneWall_li 	*[Normal] : T_Binterrante_Object_BridgeStoneWall_N 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Binterrante_Object_BridgeStone_wall1.uasset, *[Albedo] : T_Binterrante_Object_BridgeStoneWall_D 	*[GI Texture] : T_Binterrante_Object_BridgeStoneWall_li 	*[Normal] : T_Binterrante_Object_BridgeStoneWall_N 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Binterrante_Object_BridgeStone_wall2.uasset, *[Albedo] : T_Binterrante_Object_BridgeStoneWall_D 	*[GI Texture] : T_Binterrante_Object_BridgeStoneWall_li 	*[Normal] : T_Binterrante_Object_BridgeStoneWall_N 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_brobox_A.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_brobox_A_no 	*[Albedo] : T_brobox_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_brobox_A1.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_brobox_A_no 	*[Albedo] : T_brobox_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_brobox_A2.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_brobox_A_no 	*[Albedo] : T_brobox_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_brocart_A.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_brocart_A_no 	*[Albedo] : T_brocart_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_brocart_B.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_brocart_B_no 	*[Albedo] : T_brocart_B_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Common_Object_Mirador01.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Common_Object_Mirador_N01 	*[Albedo] : T_Common_Object_Mirador_D01 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Common_Object_Mirador02.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Common_Object_Mirador_N02 	*[Albedo] : T_Common_Object_Mirador_D02 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Common_Object_SignalFire.uasset, *[Mask] : T_MiddleSquareMain02_LHS_me 	*[Normal] : T_Common_Object_SignalFire_N 	*[Albedo] : T_Common_Object_SignalFire_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Cornus_Fortress_Frontgate02_LHS.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Cornus_Fortress_Frontgate02_LHS_N 	*[Albedo] : T_Cornus_Fortress_Frontgate02_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Cornus_Fortress_Frontgate11_LHS.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Cornus_Fortress_Frontgate11_LHS_N 	*[Albedo] : T_Cornus_Fortress_Frontgate11_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Cornus_Fortress_Frontgate11_LHS2.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Cornus_Fortress_Frontgate11_LHS_N 	*[Albedo] : T_Cornus_Fortress_Frontgate11_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Cornus_Fortress_Smallgate02_LHS.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Cornus_Fortress_Smallgate02_LHS_N 	*[Albedo] : T_Cornus_Fortress_Smallgate02_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Cornus_Fortress_Smallgate02_LHS2.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Cornus_Fortress_Smallgate02_LHS_N 	*[Albedo] : T_Cornus_Fortress_Smallgate02_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Cornus_Fortress_Smallgate06_LHS.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Cornus_Fortress_Smallgate06_LHS_N 	*[Albedo] : T_Cornus_Fortress_Smallgate06_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Cornus_Fortress_Smallgate06_LHS1.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Cornus_Fortress_Smallgate06_LHS_N 	*[Albedo] : T_Cornus_Fortress_Smallgate06_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Cornus_Fortress_Tower18_LHS.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Cornus_Fortress_Tower18_LHS_N 	*[Albedo] : T_Cornus_Fortress_Tower18_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Cornus_HarbatyVillage_Ruin_Building02D.uasset, *[Albedo] : T_HarvartyVillage_Ruin_Building01A_D 	*[GI Texture] : T_HarvartyVillage_Ruin_Building01A_li 	*[Normal] : T_HarvartyVillage_Ruin_Building01A_N 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Day_FloorCircle01_LHS.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Day_FloorCircle01_LHS_N 	*[Albedo] : T_Day_FloorCircle01_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Day_FloorCircle02_LHS.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Day_FloorCircle02_LHS_N 	*[Albedo] : T_Day_FloorCircle02_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Day_FloorCircle03_LHS.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Day_FloorCircle03_LHS_N 	*[Albedo] : T_Day_FloorCircle03_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Day_FloorCircle05_LHS.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Day_FloorCircle02_LHS_N 	*[Albedo] : T_Day_FloorCircle05_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Day_FloorCircle06_LHS.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Day_FloorCircle03_LHS_N 	*[Albedo] : T_Day_FloorCircle06_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_DeadForest_Object_StoneBridge01.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_DeadForest_Object_StoneBridge_N01 	*[Albedo] : T_DeadForest_Object_StoneBridge_D01 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_DeadForest_Object_StoneBridge02.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_DeadForest_Object_StoneBridge_N02 	*[Albedo] : T_DeadForest_Object_StoneBridge_D02 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_DoorGate_01.uasset, *[Normal] : T_DoorGate_01_no 	*[Albedo] : T_DoorGate_01_dn 	*[Mask] : T_Foam_01 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_ElRano_City_LLStreetlampA_D.uasset, *[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_ElRano_City_LLStreetlampA_dn 	*[Mask] : T_ElRano_City_LLStreetlampA_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_FishNet_B.uasset, *[Mask] : Aset_L_rbewF_4K_Roughness 	*[Normal] : T_FishNet_B_N 	*[Albedo] : T_FishNet_B_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_FishNet_C.uasset, *[Normal] : T_FishNet_C_no 	*[Albedo] : T_FishNet_C_dn 	*[Mask] : T_FishNet_C_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_FishNet_C_dn.uasset, *[Normal] : T_FishNet_C_no 	*[Albedo] : T_FishNet_C_dn 	*[Mask] : T_FishNet_C_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Floor01_LHS.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Floor01_LHS_N 	*[Albedo] : T_Floor01_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_F_06_FishNet_A.uasset, *[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_F_06_FishNet_A_dn 	*[Mask] : T_F_06_FishNet_A_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_F_06_flyrob_A.uasset, *[Mask] : Aset_L_rbewF_4K_Roughness 	*[Normal] : T_F_06_flyrob_A_no 	*[Albedo] : T_F_06_flyrob_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_F_06_flyrob_A02.uasset, *[Mask] : Aset_L_rbewF_4K_Roughness 	*[Normal] : T_F_06_flyrob_A_no 	*[Albedo] : T_F_06_flyrob_A_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Gnollando_Object_WoodTent01.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Gnollando_Object_Tentset01_N 	*[Albedo] : T_Gnollando_Object_Tentset01_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Gnollando_Object_WoodTent02.uasset, *[Normal] : T_Gnollando_Object_Tentset02_N 	*[Albedo] : T_Gnollando_Object_Tentset02_D 	*[Mask] : T_Gnollando_Object_Tentset02_ME 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Gnollando_Object_WoodTent03.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Gnollando_Object_Tentset01_N 	*[Albedo] : T_Gnollando_Object_Tentset01_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_GriefColumn01_LHS_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_GriefColumn01_LHS_no 	*[Albedo] : T_GriefColumn01_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_GriefColumn01_LHS_dn1.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_GriefColumn01_LHS_no 	*[Albedo] : T_GriefColumn01_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_GriefColumn02_LHS_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_GriefColumn02_LHS_no 	*[Albedo] : T_GriefColumn02_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_GriefColumn02_LHS_dn1.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_GriefColumn02_LHS_no 	*[Albedo] : T_GriefColumn02_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_GriefColumn02_LHS_dn2.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_GriefColumn02_LHS_no 	*[Albedo] : T_GriefColumn02_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_GriefColumn03_LHS_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_GriefColumn03_LHS_no 	*[Albedo] : T_GriefColumn03_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_GriefColumn03_LHS_dn1.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_GriefColumn03_LHS_no 	*[Albedo] : T_GriefColumn03_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_GriefColumn03_LHS_dn2.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_GriefColumn03_LHS_no 	*[Albedo] : T_GriefColumn03_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Hieracon_MassiveLOD012_D.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Hieracon_Object_HorsebackEntrance01_D.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_Hieracon_Object_HorsebackEntrance01_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Hieracon_Object_HorsebackEntrance02_2.uasset, *[Albedo] : T_Hieracon_Object_HorsebackEntrance01_D 	*[GI Texture] : T_Hieracon_Object_HorsebackEntrance02_GI 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_LV_DesertValley_Goblin_ChiefHouseStoneChair_D_KHJ_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_LV_DesertValley_Goblin_ChiefHouseStoneChair_no 	*[Albedo] : T_LV_DesertValley_Goblin_ChiefHouseStoneChair_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_LV_DesertValley_Goblin_WatchTower02_SM_IJH.uasset, *[Albedo] : T_LV_DesertValley_Goblin_WatchTower02_dn 	*[GI Texture] : T_LV_DesertValley_Goblin_WatchTower02_li 	*[Normal] : T_LV_DesertValley_Goblin_WatchTower02_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_LV_DesertValley_Goblin_WatchTower02_SM_IJH1.uasset, *[Normal] : T_LV_DesertValley_Goblin_WatchTower02_no 	*[Albedo] : T_LV_DesertValley_Goblin_WatchTower02_dn 	*[Mask] : mask_1_0_0 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_LV_ElRano_City_Port05_SM_LYW.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_LV_ElRano_City_Port05_no 	*[Albedo] : T_LV_ElRano_City_Port05_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_LV_Saltus_Object_BossPlatform02_D_LYW_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_LV_Saltus_Object_BossPlatform02_no 	*[Albedo] : T_LV_Saltus_Object_BossPlatform02_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_LV_Saltus_Object_BossTent01_SM_LYW1_dn.uasset, *[Albedo] : T_LV_Saltus_Object_BossTent01_SM_LYW1_dn 	*[GI Texture] : T_LV_Saltus_Object_BossTent01_SM_LYW_li 	*[Normal] : T_LV_Saltus_Object_BossTent01_SM_LYW1_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_LV_Saltus_Object_BossTent01_SM_LYW_dn.uasset, *[Albedo] : T_LV_Saltus_Object_BossTent01_SM_LYW_dn 	*[GI Texture] : T_LV_Saltus_Object_BossTent01_SM_LYW_li 	*[Normal] : T_LV_Saltus_Object_BossTent01_SM_LYW_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_MERGED_LV_NSaltus_Rock_CrystalRock03_AO.uasset, *[Normal] : T_MERGED_LV_NSaltus_Rock_CrystalRock03_SM_NWCNIK3_no 	*[Albedo] : T_MERGED_LV_NSaltus_Rock_CrystalRock03_SM_NWCNIK3_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_MERGED_LV_NSaltus_Rock_CrystalRock03_SM_NWCNIK.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_MERGED_LV_NSaltus_Rock_CrystalRock03_SM_NWCNIK3_no 	*[Albedo] : T_MERGED_LV_NSaltus_Rock_CrystalRock03_SM_NWCNIK3_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_MERGED_LV_NSaltus_Rock_CrystalRock03_SM_NWCNIK3.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_MERGED_LV_NSaltus_Rock_CrystalRock03_SM_NWCNIK3_no 	*[Albedo] : T_MERGED_LV_NSaltus_Rock_CrystalRock03_SM_NWCNIK3_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_MetalDoor_01.uasset, *[Normal] : T_MetalDoor_01_no 	*[Albedo] : T_MetalDoor_01_dn 	*[Mask] : mask_1_0_0 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_MiddleSquareMain02_LHS_dn.uasset, *[Mask] : T_MiddleSquareMain02_LHS_me 	*[Normal] : T_MiddleSquareMain02_LHS_no 	*[Albedo] : T_MiddleSquareMain02_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_MineDoor01_LHS_dn.uasset, *[Mask] : T_MineDoor01_LHS_me 	*[Normal] : T_MineDoor01_LHS_no 	*[Albedo] : T_MineDoor01_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/m_MineDoor02_LHS_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_MineDoor02_LHS_no 	*[Albedo] : T_MineDoor02_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_Pf_Ruin03_LHS.uasset, *[Mask] : T_Pf_Ruin03_LHS_D 	*[Normal] : T_Pf_Ruin03_LHS_N 	*[Albedo] : T_Pf_Ruin03_LHS_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/2_BLESS/Archi/Materials/M_PrisonDoor01_LHS_dn.uasset, *[Mask] : T_PrisonDoor01_LHS_me 	*[Normal] : T_PrisonDoor01_LHS_no 	*[Albedo] : T_PrisonDoor01_LHS_dn 	
